@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'Front Desk Coordinator - OfficeTeam: (#BocaRaton, FL) https://t.co/JlsjMpupJe #Clerical #Job #Jobs #Hiring #CareerArc'
Spam,'We\'re #hiring! Click to apply: ASSOCIATE - Home Care Services - https://t.co/SDyqKRKZzX #Job #Philadelphia, PA #Jobs'
Spam,'I\'m at Parada Congesa Chapultepec https://t.co/QABIGHfUYu'
Spam,'#Retail #Job in #Lexington, KY: Shift Supervisor Trainee at CVS Health https://t.co/rW5ScXWZ73 #Jobs #Hiring #CareerArc'
Spam,'At 6:15 AM, 5 WSW Walsenburg [Huerfano Co, CO] TRAINED SPOTTER reports SNOW of 3.00 INCH #PUB https://t.co/B0cOUb0YRT'
Spam,'At 6:34 AM, Alamosa [Alamosa Co, CO] TRAINED SPOTTER reports SNOW of 4.00 INCH #PUB https://t.co/foGvaoCjpq'
Spam,'At 6:36 AM, 4 NW Peterson AFB [El Paso Co, CO] TRAINED SPOTTER reports SNOW of 1.00 INCH #PUB https://t.co/tItToZM6nS'
Spam,'At 6:23 AM, 1 SSW RYE [Pueblo Co, CO] NWS EMPLOYEE reports SNOW of 4.50 INCH #PUB https://t.co/739Vnt29IM'
Spam,'Bom sábado a todos! Não é bem assim? @ IURD Florida https://t.co/w21oBHPy3z'
Spam,'Carpe Diem. @ The Civil Service Cafe https://t.co/iXUKkP3u7b'
Spam,'Das minhas #nofilter #airplane #bomdia #goodmorning #sky #rumodisney @ Miami International… https://t.co/pyR85LdIbS'
Spam,'TODAY! \n12:00PM-2:00PM \nBrasserie 642 S. Lake St\nGary, IN\n\n#discussions\n#giveaways\n#inspiration… https://t.co/EyhLrvbLZb'
Spam,'Gearing up for another day in the gym! #hardwork @wilsonbasktball #morewin #speedladder… https://t.co/gmaTC0ZfHI'
Spam,'Al 100 jajajajaj (@ Instituto Tecnológico de Mérida Campus Poniente - @itecmerida in Merida, YUC) https://t.co/IHTJpDE6Te'
Spam,'Just posted a photo @ Flying Monkey Bike Shop https://t.co/w91DTiIsch'
Spam,'AA835 Charlotte - San Juan (@ Admirals Club in Charlotte, NC) https://t.co/4zPyh75qgV'
Spam,'I DID IT!! #starwarsgeekandproud #starwars10k #darkside10k #tiefighter @lookatmerunning… https://t.co/QktorKe7Jd'
NonSpam,'Warm up for @charmcityrun #soulcity10k done time to race ! #soulcity16miler #marathontraining… https://t.co/HBA095mCff'
Spam,'#vt #waterburycentervt #bmw @bmwusa bmw #bmw3 #bmw3gt #bmwnation #bmwowner #bmw3seriesgt… https://t.co/ScDuyI6kuq'
Spam,'I don\'t know if I\'m awake or asleep. One thing I do know..... \nI AM READY TO PREACH!!! Join us… https://t.co/QUECfFl5oX'
NonSpam,'To escape the grip of a gators jaws, push your thumbs into its eyeballs. It will let you go… https://t.co/Ggj3uYoUIl'
Spam,'Viendo el Empire State Building... @ Macy\'s Herald Square https://t.co/y7MxbZlnij'
Spam,'This #Sales #job might be a great fit for you: Call Center Sales Representative -... - https://t.co/a2WYabcVn0 https://t.co/0MFwjsr4vI'
Spam,'This #Retail #job might be a great fit for you: Head Cashier - https://t.co/Hj0LcHFwZG #Columbus, OH #Hiring'
Spam,'CVS Health: Retail Store Positions (#Athens, GA) https://t.co/4UuzTTF4AX #Retail #Job #Jobs #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #Transportation #job? https://t.co/DPtC4YbxVT #WestMifflin, PA #Veterans #Hiring'
Spam,'Want to work at TruGreen*Lawncare? We\'re #hiring in #Allentown, PA! Click for details: https://t.co/sS6k6WR3NC #Sales #Job #Jobs #CareerArc'
Spam,'See our latest #Charlotte, NC #job and click to apply: Associate - Projects - https://t.co/Ti6iB7ANcx #IT #Hiring'
Spam,'At Dave Ramsey\'s Smart Conference in Orlando, FL with the hubs! #smart2016 @ Calvary Assembly… https://t.co/4UrXgDVy3n'
Spam,'Got to pray to open Renew the City event with Envision and Villiage… https://t.co/IaU4Ci5LWP'
Spam,'At 7:38 AM, 4 ESE Howell [Ford Co, KS] CO-OP OBSERVER reports HEAVY RAIN of 2.13 INCH #DDC https://t.co/V7gZvJ8Luy'
Spam,'The#RSD2016 #treasurehunt begins! #vinyl #musiclover (@ Long In The Tooth) https://t.co/4fpG6sYkJk https://t.co/gPhqiM59QJ'
Spam,'Sun is out Temps are up?? so you know what that means... Outside Warmups for SkyPerformance… https://t.co/ejxykbxxiI'
Spam,'Ready for my shoot! @ Sleek Body Method https://t.co/4vFKoUykqp'
Spam,'I\'m at PRWHQ Coffee Spot in Rockford, IL https://t.co/l6HYPHFeox'
Spam,'Wait…what!? @ Austin\'s New Boardwalk on Town Lake https://t.co/6leCevRyYs'
Spam,'Cada vez que quieras lograr algo, mantén los ojos abiertos, concéntrate y asegúrate de saber… https://t.co/2ISoW4VlV3'
Spam,'This #BusinessMgmt #job might be a great fit for you: Mgr Ops Training - https://t.co/i86ehAsPFi #Reno, NV #Hiring https://t.co/tPP2bFXZ8f'
Spam,https://t.co/4LueHLk1Wj
Spam,'Beginning to arrive... #SpringFloodRun @GilletteChildrn (@ Shiner\'s in Lakeland, MN) https://t.co/kYWGPzn0w9 https://t.co/YuPu7cx31h'
Spam,'Can you recommend anyone for this #Nursing #job? https://t.co/Wowf6nwiQM #Zeeland, MI #Hiring #CareerArc'
Spam,'Etcétera #UNAM #CU #CDMx #México @ Facultad de Derecho UNAM https://t.co/sPTkoZPoAi'
Spam,'Interested in a #CustomerService #job near #Columbus, OH? This could be a great fit: https://t.co/5amwgg9xiU #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #Healthcare #job? https://t.co/HqRlcTBjsY #Greenville, SC #Veterans #Hiring #CareerArc'
Spam,'This #Retail #job might be a great fit for you: store manager - University City, PA - https://t.co/rfSQUjv9Ap #Philadelphia, Pennsylvania'
Spam,'If you\'re a #Healthcare professional in #Cincinnati, OH, check out this #job: https://t.co/qIFzhcKAUU #Hiring'
Spam,'Can you recommend anyone for this #Healthcare #job? https://t.co/kF3BiM22Rn #Exton, PA #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Support Associate - https://t.co/1exrIbiODA #OrchardPark, NY #Retail'
Spam,'Join the Kelly Services team! See our latest #Manufacturing #job opening here: https://t.co/JhamvxlxI1 #KellyJobs #Sunrise, FL #Hiring'
Spam,'Procter &amp; Gamble #Engineering #Job: Research and Development - Process Research Lab... (#Cincinnati, OH) https://t.co/xTcZVpPPFt #Veterans'
Spam,'#Retail #Job in #KansasCity, MO: Operations Manager at CVS Health https://t.co/Md5jpNuGXx #Jobs #Hiring'
Spam,'See our latest #Meridian, MS #job and click to apply: PART TIME CLINICAL DIETITIAN / MERIDIAN, MS - https://t.co/aB2j5mmdfA #jobhunt #Hiring'
Spam,'\'Destrozan\' plan de teleférico en Torreón  https://t.co/F51upPsbEp'
Spam,'???? @ Santa Monica, California https://t.co/nW58s2TGlc'
NonSpam,'Great laughs with my long time dearest friend Damien ?? sooooo happy to see you! Xo #friends… https://t.co/34eVUPelz4'
Spam,'Ronald McDonald House 5K!!!!!! Supporting those children who fight… https://t.co/VZfyFKuIf6'
Spam,'Donde estoy? (@ Pachuca de Soto - @misticospachuca in Pachuca de Soto, Hidalgo) https://t.co/uvgGdL0Ehm'
Spam,'Never gets old @ Oak Island (OKI) https://t.co/8YQ8d74bQC'
Spam,'I\'m at Routes 54 &amp; 41 in Lutz, FL https://t.co/VH4oRcSc0d'
Spam,'#today #dayparty #gogo #uptownswagga #saturday 1p-5p! @ BluNotes of… https://t.co/iR0Fs2RUqV'
Spam,'We\'re #hiring! Read about our latest #job opening here: ER Registered Nurse Emergency... - https://t.co/xNoGC1pujn https://t.co/zf3FKE1z7P'
NonSpam,'We\'re at the Grace Church Spring Fayre selling Dryer Balls today. Stop by and show us some love!… https://t.co/lpjqgsKmrT'
Spam,'A few remain on the Jordan 9 low, size 9 remains on the Foam, and sizes remain on the Air Jordan… https://t.co/DtbbsgHsr6'
Spam,'\"RRRAARRWHHGWWR   GGWWWRGHH WWWWWWWGGGGHHHRRRRW\" \n-Chewbacca @ Star Wars Dark Side 10K https://t.co/Je6sIE9tv6'
Spam,'See our latest #Rochester, NY #job and click to apply: Inside Sales Consultant - https://t.co/2kaF90U6Fs #Sales #Hiring #CareerArc'
NonSpam,'Speechless ... Get a little break from uphill. Downhill here we come. ???? #brm #brm16… https://t.co/LTST8jZfQr'
Spam,'We\'re #hiring! Read about our latest #job opening here: Intern - IT Association Applications Development and... - https://t.co/osk3rJgGZU'
Spam,'This #Hospitality #job might be a great fit for you: Barista (US) - https://t.co/7M2q91gY6O #Veterans #Hiring #CareerArc'
Spam,'This #Healthcare #job might be a great fit for you: Med Tech - https://t.co/x183PEcbnK #Kissimmee, FL #Hiring #CareerArc'
Spam,'Panera Bread: Catering Coordinator (#Miami, FL) https://t.co/dToTueMnS8 #Hospitality #parttime #Veterans #Job #Jobs #Hiring #CareerArc'
NonSpam,'This is your gateway into a new way of fitness that is fun, exciting, and ever changing! BEGIN… https://t.co/VU1pra2HnV'
Spam,'A #donar #sangre'
Spam,'See our latest #NewHaven, CT #job and click to apply: CLINICAL NURSE; Registered Nurse North Pavilion OR - https://t.co/vQvYeoZCfK #Nursing'
Spam,'If you\'re a #SkilledTrade professional in #LakeCharles, LA, check out this #job: https://t.co/p1vdbud0Rt #Hiring'
Spam,'This #crochet was SLAYED by @daryasnaturals @daryasnaturals   #atlantanaturalstylist… https://t.co/xq52GYxrMO'
Spam,'\"Who are you trying to impress?\" Myself bitch. myself'
Spam,'Can you recommend anyone for this #job? Massage Therapist - (On Call) - https://t.co/DYDtHFwRP2 #Miami, FL #Hospitality #Hiring'
Spam,'The \"out\" portion of an \"in &amp; out\" visit to Illinois (@ Chicago Midway International Airport (MDW) in Chicago, IL) https://t.co/syicjpPekV'
Spam,'I\'m at The Egg at Davidson in Davidson, NC https://t.co/B1zm5fUE4F'
Spam,'I\'m at Donut Inc in Stratford, CT https://t.co/g70EG5KYcG'
Spam,'Row Team Row! #ConcreteCanoe #CivilLife @ Illinois Institute of… https://t.co/zF3zb1ARht'
Spam,'I\'m at @Krystal in Memphis, TN https://t.co/ZclVzaUwC5'
Spam,'Became best friends with Iron Chef Morimoto last night #Momosan #NYC #Drew @ Momosan Ramen &amp; Sake https://t.co/poqaKEMwfw'
Spam,'TODAY IS A NEW DAY! @ Affordable Antiques https://t.co/GswPstuRjc'
Spam,'Shout out to maya_tigers for rocking out eshop shirt with my boi #penut they where on their way… https://t.co/JoMSr09IHz'
Spam,'Only just the solo doppio. I\'m cutting glass this morning. #finnished #cutglass #frames #framing… https://t.co/DZSFt9hHcn'
Spam,'Pursue one great decisive aim with force and determination. - Carl von Clausewitz https://t.co/ZOzzzV42G4'
NonSpam,'Kicking off our Middle School Boys Leadership conference this morning! #EncourageOurBoys #Lead @APS_OMA https://t.co/fXDZliK4VO'
Spam,'#southwest #pottery #mtkearsargeindianmuseum #warner #newhampshire #usa @ Mt. Kearsarge Indian… https://t.co/XO3Rdn28K7'
NonSpam,'Happy #4sqDay #foursquare (at @DYouville College in Buffalo, NY) https://t.co/K5qfYBQkfV'
Spam,'We\'re #hiring! Click to apply: Owner Operator - https://t.co/462BiEhcKF #Job #truckers #Trucking #DesMoines, IA https://t.co/DRsXPwgplT'
Spam,'Ready Mix Driver - CEMEX: (#Atlanta, GA) https://t.co/4897Mq9OoC #Manufacturing #Job #Jobs #Hiring #CareerArc'
Spam,'Just posted a photo @ Fratelli\'s Coal Burning Pizza https://t.co/LlhmHbuJVd'
Spam,'Serving LEMONADES and HOT DOGS from 10-2 Saturday! The O\'Doggy Dog is still one of our faves...… https://t.co/GrUtdQyVyJ'
Spam,'Join the Lowe\'s Stores team! See our latest #Retail #job opening here: https://t.co/WNu6DtTRGG #Orlando, FL #Hiring'
NonSpam,'Sad I can\'t be in Blacksburg today, but still wanted to run my 5th 3.2 for 32 from Muncie, IN… https://t.co/a1ki0eZlX1'
Spam,'See our latest #Oviedo, FL #job and click to apply: Software Integration Engineer - https://t.co/ElnJEoVWrz #IT #Hiring'
Spam,'Here for the #ROCHeartWalk, great day for it! (@ Frontier Field - @rocredwings in Rochester, NY) https://t.co/IzThMQOgCU'
Spam,'I\'m at @Wawa in Upper Darby, PA https://t.co/JRWbLVHOlH'
Spam,'A Day In The Life. Hair by #sambrocatosalon Video by @TickingClock_ for @pond5 #sohonyc… https://t.co/Pr66lfGFB7'
Spam,'I\'m at Bojangles\' Famous Chicken \'n Biscuits - @bojangles1977 in South Hill, VA https://t.co/YAIJ5VHdcE'
Spam,'Men\'s Devotion off the trail today. spiritual growth (at @PaneraBread in Milford, OH) https://t.co/cZYJeaDyd3'
Spam,'Lane W @ North Toronto Auction https://t.co/0NtfTBQUWl'
Spam,'She makes for a much prettier Rey than Daisey. I\'d follow her anywhere. #rundisney… https://t.co/Q9uukI7UO5'
Spam,'Who\'s up for game three? W/ @dukewalsh (@ Canal Park - @akronrubberduck in Akron, OH) https://t.co/Qvs9ClUAiw'
Spam,'#Retail alert: Temporary Sales Associate | Maurices | #Tifton, GA https://t.co/n1MD276iYp #LoveFashionLetsTalk https://t.co/B9vWqv2NUp'
Spam,'This #Nursing #job might be a great fit for you: Registered Nurse (RN) / Operating... - https://t.co/ytUAQnRhpQ https://t.co/Da6TLdwm5G'
Spam,'HUSBAINER (hus·bainer)\n/?h?zb?n?r/ \nnoun\nA married man that is also his spouse\'s personal… https://t.co/5V5IEHy8Mb'
Spam,'Nestle Waters NA: Route Delivery Driver (#Elmsford, NY) https://t.co/H5Z8aCqdoD #Transportation #Job #Jobs #Hiring https://t.co/YqQ8XtPikI'
Spam,'We\'re #hiring! Read about our latest #job opening here: Part Time Sales-dressbarn - https://t.co/lC0nZt1ceF #Wilmington, DE #Sales'
Spam,'We\'re #hiring! Read about our latest #job opening here: Principal Sales Consultant - https://t.co/Y1n9Rab0ma #AnnapolisJunction, MD #Sales'
Spam,'We\'re #hiring! Read about our latest #job opening here: **Entry Level Receptionist Needed** - https://t.co/jAf93n5GsQ #Newton, MA #Clerical'
Spam,'#putting |lol| a new #spin on #skiing and #golfing the same day @bluemtnresort #bluebird… https://t.co/ulVyQlgABg'
Spam,'Everything is coming up Darths. @ Wallace Woods https://t.co/DXHgBSbjfQ'
Spam,'This #Manufacturing #job might be a great fit for you: Cylinder Filler - CSCM - https://t.co/nuWIIB7FJX #UnionCity, GA #Hiring'
Spam,'#Gatineau, QC #Sales #Job: Sales Representative - corporate stores at Uni-Select Canada https://t.co/ZsqZeAOHgg #Jobs #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #job? Intern, IT - https://t.co/f5eb6l5WER #JACKSONVILLE, FL #internship #Hiring'
Spam,'Want to work at HSN? We\'re #hiring in #SaintPetersburg, FL! Click for details: https://t.co/rqMJzZ1kBz #ProductMgmt #HSN #ItsFunHere #Job'
Spam,'Yardi Systems: Security Analyst (#SantaBarbara, CA) https://t.co/aAWhWOhNpY #IT #Yardi #yardijobs #Veterans #Job #Jobs #Hiring'
Spam,'I\'m at My fancy kitchen in Boscawen, NH https://t.co/b6uZd7bUHv'
Spam,'Master mixer. #paintlife #paint #CarLove @ Colors on Parade https://t.co/guw216bNB7'
Spam,'Waiting for Work. #saturdaylibrarian #htownlife    #houston https://t.co/UPOHD6h02a'
Spam,'???????? ?????????????,???????? ????????????? ??????,?????????? ???? https://t.co/zRlEKMq8kX'
Spam,'These mornings make it all worth it @ Winslow field https://t.co/aMlMU20cbP'
Spam,'TIGIS!?? ? Miss Independent by @kelly_clarkson (at @lifetimefitness) — https://t.co/bZ1R2XDDNV'
Spam,'the quality of a job depends on how organized you @ Castellon Services and Repair https://t.co/Wt9zEzl4wj'
Spam,https://t.co/PDxStbiB0Y
Spam,'#caturday is a day for play! Just ask our Mountain Lions! @ Animal World &amp; Snake Farm Zoo https://t.co/z3Z3DUyrrA'
NonSpam,'Because Saturday spring morning walks are so amazing. With your dog. On the golf course. And… https://t.co/SwUZ8yVjMJ'
Spam,'¡Final Interpistas! (@ La Pista in Naucalpan, Estado de México) https://t.co/hfSeYUIX9K'
Spam,'I\'m at Sport Clips Haircuts in Fort Wayne, IN https://t.co/8sdmjfx7m2'
Spam,'The Royal at magic hour last evening... in all it\'s simple glory ... #royalcinema #artdeco… https://t.co/f6FUm4tbTT'
Spam,'Closure on #BeltSystemShoreParkway WB at Exit 3 - 4th Avenue; Verrazano Narrows Bridge https://t.co/sRo1dbzAhw'
Spam,'Ruuun (@ Bosque de @Chapultepec_mx in Miguel Hidalgo, DF) https://t.co/RlLJM3HlI9'
Spam,'Want to work at Cintas Corporation? We\'re #hiring in #Dallas, TX! Click for details: https://t.co/lafovkAYz1 #Job https://t.co/H5az917UZj'
Spam,'Finally down here.! @ Blue Ridge Marathon https://t.co/gx7ANwHkY7'
Spam,'This #Nursing #job might be a great fit for you: Care Manager - https://t.co/UV6b1gIYou #Brooklyn, NY #Hiring https://t.co/0S9b8jWsKx'
Spam,'Want to work in #London, ON? View our latest opening: https://t.co/DRYGJ332Iy #Retail #Job #Jobs #Hiring #CareerArc'
Spam,'See our latest #Freehold, NJ #job and click to apply: Store Manager - https://t.co/R9e6DtAtx2 #Retail #Hiring'
Spam,'#CareerArc #Hospitality #Job alert: Barista (US) | Starbucks | https://t.co/XZNA7otEqp #Veterans #Jobs #Hiring'
Spam,'Join the Robert Half Technology team! See our latest #CustomerService #job opening here: https://t.co/OdflNRBENF #Charlotte, NC #Hiring'
Spam,'Can you recommend anyone for this #job? Advanced Medical Support Assistant (Physical Medicine and... - https://t.co/hoGRflQ9TW #Healthcare'
Spam,'If you\'re a #Retail professional in #PORTCHARLOTTE, FL, check out this #job: https://t.co/02mlDTZX4Q #Hiring #CareerArc'
Spam,'Want to work at Regions Bank? We\'re #hiring in #Southaven, MS! Click for details: https://t.co/KRELGMciGR #Banking #regions #regionsbank'
Spam,'At 7:35 AM, 4 N Montezuma [Gray Co, KS] CO-OP OBSERVER reports HEAVY RAIN of 3.25 INCH #DDC https://t.co/jJKMq7k5JB'
Spam,'@luckycas57 heyyyyy'
Spam,'FREE EVENT! Bring your lawn chair &amp; family to watch the game of the year! Freedom Fields!… https://t.co/avu0eQdp93'
Spam,'I\'m at @EndicottCollege in Beverly, MA https://t.co/0IKQWy98r5'
Spam,'I\'m at Boscawen, NH in Boscawen, NH https://t.co/QddijtMHRa'
Spam,'I just bought this gem. #gin #books #Saturday #knowledge #globalcitizen #botanical #londondry… https://t.co/srPGgDuNyT'
Spam,'Star Wars half marathon weekend volunteer #starwars #volunteer #disney (@ ESPN Wide World of Sports) https://t.co/ED2u9a0Fif'
Spam,'@edwintrakalosa Y @bandatrakalosa Esta Noche palabanda_ns Con @cynthia_uriastv @zorrofresa… https://t.co/TchB8839OY'
Spam,'Color Run!!! @lurnsssss (at @DowntownStLouis in St. Louis, MO) https://t.co/7P2VXOjzUQ'
Spam,'What\'s going on?... @ Barra Vieja Acapulco Guerrero https://t.co/DCsoOaDf0B'
Spam,'Why compare yourself to others? No one else in the whole world can do a better job of being you than YOU!'
Spam,'#Retail in #SanJose, CA: AT&amp;T Retail Sales Consultant Bilingual Spanish Required at AT&amp;T https://t.co/GukMv6K9Sv https://t.co/8fMDPQXHO2'
NonSpam,'Good Morning?? \n\nEntrepreneurship is a challenge. \nIt is a teacher of discipline and… https://t.co/092NduHvwe'
Spam,'Want to work at Genuine Parts NAPA? We\'re #hiring in #Belton, MO! Click for details: https://t.co/oVXmtTvLVf #Sales #Job #Jobs'
NonSpam,'#Repost from last nights @djbyrdevents wedding with repostapp.\n???\nWe had an awesome time at… https://t.co/uwomKfpv84'
Spam,'Can you recommend anyone for this #job? Neuro ICU - https://t.co/XuHTgt7hit #Cleveland, OH #Nursing #Hiring #CareerArc'
Spam,'Telecommunications Technician - The CKHobbie Group: (#Allentown, PA) https://t.co/JHDaHcYTzs #IT #Job #Jobs #Hiring #CareerArc'
NonSpam,'First Day at our morning #centralpark walk. #weimaraner #nyc #morningroutine #raulpenaranda… https://t.co/A9fh8kFf8Q'
Spam,'Can you recommend anyone for this #job? Senior Project Accountant - https://t.co/B6fp2rdXcv #Boston, MA #Accounting #Hiring #CareerArc'
Spam,'Lowe\'s Stores: Non-CDL DRIVER (#Cicero, NY) https://t.co/9xRI53Ie7g #Retail #Job #Jobs #Hiring'
Spam,'Can you recommend anyone for this #job? Software Developer 4 - https://t.co/5sPU8JdlvB #ExploreOracle #Reston, VA #IT #Hiring'
NonSpam,'Happy Foursquare Day! (@ CVS/pharmacy - @cvs_extra in Southfield, MI) https://t.co/TBw4Orz6sx'
Spam,'Interested in a #Hospitality #job near #Springfield, PA? This could be a great fit: https://t.co/buxae28Fzl #restaurantjobs #Hiring'
